file_name,bbox,category_id
003159.jpg,"[1084.0, 391.0, 314.0, 448.0]",2
003159.jpg,"[269.0, 0.0, 199.0, 182.0]",2
003160.jpg,"[896.0, 0.0, 184.0, 79.0]",14
003160.jpg,"[1102.0, 474.0, 279.0, 404.0]",2
003160.jpg,"[270.0, 0.0, 224.0, 228.0]",2
003161.jpg,"[1094.0, 518.0, 301.0, 435.0]",2
003161.jpg,"[843.0, 0.0, 244.0, 146.0]",14
003161.jpg,"[263.0, 0.0, 251.0, 286.0]",2
003163.jpg,"[821.0, 0.0, 279.0, 282.0]",14
003163.jpg,"[270.0, 59.0, 236.0, 341.0]",2
003163.jpg,"[1101.0, 651.0, 283.0, 410.0]",2
003164.jpg,"[851.0, 0.0, 115.0, 47.0]",14
003164.jpg,"[263.0, 111.0, 251.0, 350.0]",2
003164.jpg,"[1094.0, 708.0, 301.0, 437.0]",2
003164.jpg,"[823.0, 45.0, 284.0, 300.0]",14
003166.jpg,"[819.0, 14.0, 180.0, 141.0]",14
003166.jpg,"[257.0, 228.0, 258.0, 356.0]",2
003166.jpg,"[834.0, 161.0, 267.0, 290.0]",14
003166.jpg,"[1104.0, 837.0, 282.0, 410.0]",2
003167.jpg,"[830.0, 217.0, 280.0, 301.0]",14
003167.jpg,"[1097.0, 879.0, 299.0, 435.0]",2
003167.jpg,"[271.0, 295.0, 244.0, 349.0]",2
003167.jpg,"[803.0, 21.0, 212.0, 188.0]",14
003169.jpg,"[799.0, 143.0, 222.0, 178.0]",14
003169.jpg,"[1104.0, 1015.0, 285.0, 414.0]",2
003169.jpg,"[269.0, 412.0, 244.0, 358.0]",2
003169.jpg,"[839.0, 341.0, 273.0, 294.0]",14
003170.jpg,"[1098.0, 1070.0, 299.0, 415.0]",2
003170.jpg,"[806.0, 203.0, 211.0, 178.0]",14
003170.jpg,"[266.0, 467.0, 244.0, 355.0]",2
003170.jpg,"[838.0, 391.0, 279.0, 298.0]",14
003172.jpg,"[1116.0, 1199.0, 274.0, 284.0]",2
003172.jpg,"[812.0, 326.0, 196.0, 175.0]",14
003172.jpg,"[820.0, 504.0, 293.0, 304.0]",14
003172.jpg,"[273.0, 598.0, 233.0, 341.0]",2
003173.jpg,"[268.0, 648.0, 242.0, 354.0]",2
003173.jpg,"[1114.0, 1251.0, 281.0, 234.0]",2
003173.jpg,"[825.0, 573.0, 285.0, 303.0]",14
003173.jpg,"[817.0, 382.0, 192.0, 174.0]",14
003175.jpg,"[834.0, 687.0, 283.0, 302.0]",14
003175.jpg,"[818.0, 504.0, 185.0, 175.0]",14
003175.jpg,"[274.0, 781.0, 232.0, 342.0]",2
003175.jpg,"[1133.0, 1361.0, 278.0, 118.0]",2
003176.jpg,"[831.0, 746.0, 285.0, 305.0]",14
003176.jpg,"[270.0, 832.0, 240.0, 354.0]",2
003176.jpg,"[819.0, 562.0, 193.0, 181.0]",14
003176.jpg,"[1288.0, 1425.0, 124.0, 60.0]",2
003179.jpg,"[806.0, 724.0, 208.0, 203.0]",14
003179.jpg,"[833.0, 922.0, 281.0, 317.0]",14
003179.jpg,"[270.0, 1013.0, 238.0, 353.0]",2
003180.jpg,"[799.0, 788.0, 219.0, 188.0]",14
003180.jpg,"[832.0, 979.0, 284.0, 320.0]",14
003180.jpg,"[269.0, 1071.0, 240.0, 355.0]",2
003182.jpg,"[813.0, 904.0, 206.0, 199.0]",14
003182.jpg,"[269.0, 1194.0, 239.0, 291.0]",2
003182.jpg,"[835.0, 1105.0, 279.0, 317.0]",14
003183.jpg,"[811.0, 964.0, 208.0, 201.0]",14
003183.jpg,"[832.0, 1158.0, 284.0, 327.0]",14
003183.jpg,"[269.0, 1252.0, 240.0, 233.0]",2
003185.jpg,"[278.0, 1359.0, 240.0, 126.0]",2
003185.jpg,"[813.0, 1079.0, 203.0, 192.0]",14
003185.jpg,"[828.0, 1281.0, 275.0, 204.0]",14
003186.jpg,"[830.0, 1339.0, 260.0, 146.0]",14
003186.jpg,"[334.0, 1435.0, 176.0, 50.0]",2
003186.jpg,"[813.0, 1142.0, 204.0, 193.0]",14
003188.jpg,"[817.0, 1256.0, 200.0, 196.0]",14
003188.jpg,"[908.0, 1401.0, 154.0, 84.0]",14
003189.jpg,"[815.0, 1317.0, 201.0, 168.0]",14
003190.jpg,"[820.0, 1379.0, 186.0, 106.0]",14
003191.jpg,"[882.0, 1451.0, 75.0, 34.0]",14
003192.jpg,"[882.0, 1451.0, 75.0, 34.0]",14
003193.jpg,,
003195.jpg,"[705.0, 0.0, 234.0, 78.0]",2
003197.jpg,"[702.0, 0.0, 243.0, 198.0]",2
003198.jpg,"[700.0, 0.0, 248.0, 258.0]",2
003200.jpg,"[704.0, 0.0, 257.0, 346.0]",2
003201.jpg,"[688.0, 0.0, 270.0, 426.0]",2
003203.jpg,"[701.0, 18.0, 248.0, 540.0]",2
003204.jpg,"[697.0, 84.0, 255.0, 533.0]",2
003206.jpg,"[701.0, 201.0, 250.0, 548.0]",2
003207.jpg,"[704.0, 263.0, 245.0, 541.0]",2
003209.jpg,"[704.0, 380.0, 250.0, 554.0]",2
003209.jpg,"[639.0, 0.0, 185.0, 38.0]",2
003210.jpg,"[616.0, 0.0, 234.0, 101.0]",2
003210.jpg,"[710.0, 439.0, 250.0, 539.0]",2
003211.jpg,"[710.0, 507.0, 247.0, 523.0]",2
003211.jpg,"[592.0, 0.0, 285.0, 164.0]",2
003212.jpg,"[592.0, 1.0, 286.0, 223.0]",2
003212.jpg,"[706.0, 562.0, 246.0, 533.0]",2
003215.jpg,"[1074.0, 0.0, 402.0, 211.0]",2
003215.jpg,"[710.0, 738.0, 246.0, 554.0]",2
003215.jpg,"[610.0, 153.0, 265.0, 249.0]",2
003216.jpg,"[704.0, 798.0, 256.0, 532.0]",2
003216.jpg,"[611.0, 209.0, 274.0, 248.0]",2
003216.jpg,"[1074.0, 0.0, 449.0, 289.0]",2
003218.jpg,"[1057.0, 0.0, 196.0, 116.0]",13
003218.jpg,"[709.0, 907.0, 246.0, 553.0]",2
003218.jpg,"[608.0, 337.0, 268.0, 243.0]",2
003218.jpg,"[1063.0, 4.0, 468.0, 380.0]",2
003220.jpg,"[1033.0, 109.0, 469.0, 360.0]",2
003220.jpg,"[606.0, 457.0, 261.0, 243.0]",2
003220.jpg,"[718.0, 1051.0, 234.0, 433.0]",2
003220.jpg,"[1055.0, 13.0, 221.0, 227.0]",13
003221.jpg,"[1055.0, 67.0, 146.0, 225.0]",13
003221.jpg,"[1028.0, 247.0, 379.0, 294.0]",2
003221.jpg,"[607.0, 508.0, 275.0, 265.0]",2
003221.jpg,"[706.0, 1085.0, 258.0, 400.0]",2
003221.jpg,"[1170.0, 0.0, 435.0, 394.0]",2
003222.jpg,"[1066.0, 199.0, 193.0, 192.0]",13
003222.jpg,"[1074.0, 402.0, 395.0, 372.0]",2
003222.jpg,"[1197.0, 61.0, 443.0, 445.0]",2
003222.jpg,"[611.0, 577.0, 273.0, 252.0]",2
003222.jpg,"[705.0, 1137.0, 261.0, 348.0]",2
003223.jpg,"[1222.0, 141.0, 432.0, 512.0]",2
003223.jpg,"[734.0, 1228.0, 196.0, 255.0]",2
003223.jpg,"[1064.0, 246.0, 200.0, 216.0]",13
003223.jpg,"[610.0, 629.0, 264.0, 254.0]",2
003223.jpg,"[1129.0, 549.0, 343.0, 408.0]",2
003225.jpg,"[1262.0, 297.0, 444.0, 484.0]",2
003225.jpg,"[1283.4, 697.0, 237.19999999999982, 440.5999999999999]",2
003225.jpg,"[606.0, 740.0, 272.0, 262.0]",2
003225.jpg,"[697.0, 1319.0, 196.0, 166.0]",2
003225.jpg,"[1076.78, 356.21, 200.0, 216.00000000000006]",13
003226.jpg,"[1253.0, 364.0, 444.0, 483.0]",2
003226.jpg,"[1065.0, 419.0, 200.0, 216.0]",13
003226.jpg,"[1291.0, 751.0, 250.0, 490.0]",2
003226.jpg,"[728.0, 1382.0, 129.0, 103.0]",2
003226.jpg,"[609.0, 809.0, 267.0, 256.0]",2
003228.jpg,"[604.0, 921.0, 276.0, 265.0]",2
003228.jpg,"[1253.0, 883.0, 274.0, 485.0]",2
003228.jpg,"[1253.0, 494.0, 401.0, 480.0]",2
003228.jpg,"[1065.0, 534.0, 200.0, 217.0]",13
003228.jpg,"[1547.0, 0.0, 148.0, 55.0]",13
003230.jpg,"[1066.0, 649.0, 200.0, 217.0]",13
003230.jpg,"[1253.0, 1017.0, 276.0, 468.0]",2
003230.jpg,"[608.0, 1043.0, 269.0, 270.0]",2
003230.jpg,"[1549.0, 62.0, 173.0, 121.0]",13
003230.jpg,"[1248.0, 612.0, 400.0, 480.0]",2
003231.jpg,"[1253.0, 665.0, 401.0, 480.0]",2
003231.jpg,"[607.0, 1102.0, 271.0, 272.0]",2
003231.jpg,"[1068.0, 709.0, 200.0, 216.0]",13
003231.jpg,"[1261.0, 1075.0, 270.0, 410.0]",2
003231.jpg,"[1551.0, 112.0, 171.0, 126.0]",13
003233.jpg,"[1073.0, 828.0, 200.0, 216.0]",13
003233.jpg,"[1549.0, 226.0, 172.0, 119.0]",13
003233.jpg,"[1253.0, 794.0, 401.0, 480.0]",2
003233.jpg,"[1264.0, 1192.0, 264.0, 293.0]",2
003233.jpg,"[608.0, 1223.0, 270.0, 262.0]",2
003234.jpg,"[607.0, 1282.0, 272.0, 203.0]",2
003234.jpg,"[1264.0, 858.0, 401.0, 480.0]",2
003234.jpg,"[1544.0, 283.0, 187.0, 131.0]",13
003234.jpg,"[1075.0, 887.0, 200.0, 217.0]",13
003234.jpg,"[1267.0, 1249.0, 262.0, 236.0]",2
003236.jpg,"[661.0, 1394.0, 171.0, 91.0]",2
003236.jpg,"[1289.0, 1356.0, 256.0, 129.0]",2
003236.jpg,"[1547.0, 408.0, 197.0, 119.0]",13
003236.jpg,"[1078.0, 1006.0, 200.0, 211.0]",13
003236.jpg,"[536.0, 0.0, 98.0, 50.0]",2
003236.jpg,"[1260.0, 983.0, 408.0, 429.0]",2
003237.jpg,"[522.0, 0.0, 163.0, 108.0]",2
003237.jpg,"[1550.0, 465.0, 197.0, 120.0]",13
003237.jpg,"[1078.0, 1066.0, 200.0, 205.0]",13
003237.jpg,"[1258.0, 1046.0, 412.0, 403.0]",2
003237.jpg,"[1289.0, 1356.0, 256.0, 129.0]",2
003237.jpg,"[661.0, 1394.0, 171.0, 91.0]",2
003238.jpg,"[1079.0, 1125.0, 200.0, 199.0]",13
003238.jpg,"[1553.0, 517.0, 178.0, 125.0]",13
003238.jpg,"[733.0, 0.0, 173.0, 47.0]",13
003238.jpg,"[1255.0, 1108.0, 417.0, 377.0]",2
003238.jpg,"[508.0, 0.0, 228.0, 167.0]",2
003240.jpg,"[1556.0, 631.0, 180.0, 126.0]",13
003240.jpg,"[1261.0, 1241.0, 404.0, 244.0]",2
003240.jpg,"[650.0, 0.0, 274.0, 162.0]",13
003240.jpg,"[1080.0, 1244.0, 200.0, 188.0]",13
003240.jpg,"[498.0, 76.0, 256.0, 223.0]",2
003241.jpg,"[1268.0, 1301.0, 392.0, 184.0]",2
003241.jpg,"[609.0, 0.0, 324.0, 220.0]",13
003241.jpg,"[501.0, 134.0, 253.0, 229.0]",2
003241.jpg,"[1080.0, 1303.0, 200.0, 182.0]",13
003241.jpg,"[1549.0, 696.0, 187.0, 121.0]",13
003243.jpg,"[1551.0, 810.0, 188.0, 122.0]",13
003243.jpg,"[1156.0, 1413.0, 123.0, 72.0]",13
003243.jpg,"[502.0, 248.0, 252.0, 244.0]",2
003243.jpg,"[611.0, 67.0, 310.0, 256.0]",13
003243.jpg,"[1281.0, 1420.0, 279.0, 65.0]",2
003244.jpg,"[624.0, 126.0, 306.0, 266.0]",13
003244.jpg,"[1281.0, 1420.0, 279.0, 65.0]",2
003244.jpg,"[1156.0, 1413.0, 123.0, 72.0]",13
003244.jpg,"[1556.0, 869.0, 178.0, 132.0]",13
003244.jpg,"[506.0, 327.0, 237.0, 211.0]",2
003245.jpg,"[607.0, 189.0, 330.0, 262.0]",13
003245.jpg,"[497.0, 373.0, 264.0, 234.0]",2
003245.jpg,"[1557.0, 926.0, 177.0, 132.0]",13
003246.jpg,"[1558.0, 985.0, 178.0, 131.0]",13
003246.jpg,"[612.0, 243.0, 321.0, 268.0]",13
003246.jpg,"[495.0, 427.0, 274.0, 244.0]",2
003247.jpg,"[503.0, 506.0, 243.0, 226.0]",2
003247.jpg,"[1556.0, 1059.0, 171.0, 105.0]",13
003247.jpg,"[611.0, 303.0, 324.0, 269.0]",13
003249.jpg,"[615.0, 418.0, 325.0, 268.0]",13
003249.jpg,"[495.0, 615.0, 266.0, 247.0]",2
003249.jpg,"[1553.0, 1172.0, 180.0, 111.0]",13
003250.jpg,"[1560.0, 1236.0, 185.0, 107.0]",13
003250.jpg,"[501.0, 682.0, 243.0, 234.0]",2
003250.jpg,"[613.0, 483.0, 326.0, 268.0]",13
003251.jpg,"[602.0, 541.0, 336.0, 262.0]",13
003251.jpg,"[495.0, 736.0, 257.0, 247.0]",2
003251.jpg,"[1560.0, 1294.0, 184.0, 107.0]",13
003251.jpg,"[996.0, 0.0, 146.0, 45.0]",2
003251.jpg,"[490.0, 0.0, 216.0, 104.0]",4
003251.jpg,"[845.0, 0.0, 123.0, 42.0]",1
003253.jpg,"[838.0, 0.0, 133.0, 154.0]",1
003253.jpg,"[399.0, 0.0, 315.0, 202.0]",4
003253.jpg,"[604.0, 657.0, 333.0, 255.0]",13
003253.jpg,"[502.0, 860.0, 244.0, 256.0]",2
003253.jpg,"[1555.0, 1418.0, 188.0, 67.0]",13
003253.jpg,"[920.0, 0.0, 379.0, 291.0]",2
003254.jpg,"[942.0, 0.0, 364.0, 350.0]",2
003254.jpg,"[834.0, 0.0, 138.0, 210.0]",1
003254.jpg,"[498.0, 915.0, 253.0, 265.0]",2
003254.jpg,"[393.0, 44.0, 316.0, 231.0]",4
003254.jpg,"[1555.0, 1418.0, 188.0, 67.0]",13
003254.jpg,"[598.0, 716.0, 333.0, 266.0]",13
003255.jpg,"[403.0, 110.0, 301.0, 216.0]",4
003255.jpg,"[939.0, 24.0, 364.0, 396.0]",2
003255.jpg,"[496.0, 974.0, 257.0, 269.0]",2
003255.jpg,"[611.0, 772.0, 323.0, 263.0]",13
003255.jpg,"[830.0, 0.0, 143.0, 265.0]",1
003257.jpg,"[602.0, 892.0, 343.0, 257.0]",13
003257.jpg,"[499.0, 1096.0, 251.0, 274.0]",2
003257.jpg,"[941.0, 137.0, 377.0, 402.0]",2
003257.jpg,"[604.0, 0.0, 248.0, 207.0]",2
003257.jpg,"[817.0, 17.0, 165.0, 374.0]",1
003257.jpg,"[412.0, 234.0, 287.0, 202.0]",4
003258.jpg,"[601.0, 955.0, 332.0, 267.0]",13
003258.jpg,"[811.0, 66.0, 178.0, 374.0]",1
003258.jpg,"[412.0, 293.0, 288.0, 203.0]",4
003258.jpg,"[937.0, 192.0, 380.0, 401.0]",2
003258.jpg,"[612.0, 0.0, 285.0, 271.0]",2
003258.jpg,"[498.0, 1155.0, 254.0, 279.0]",2
003260.jpg,"[940.0, 302.0, 372.0, 402.0]",2
003260.jpg,"[414.0, 412.0, 285.0, 200.0]",4
003260.jpg,"[499.0, 1275.0, 252.0, 210.0]",2
003260.jpg,"[606.0, 1074.0, 335.0, 257.0]",13
003260.jpg,"[610.39, 45.81, 267.4, 352.6]",2
003260.jpg,"[816.0, 180.0, 159.0, 395.0]",1
003261.jpg,"[414.0, 471.0, 286.0, 200.0]",4
003261.jpg,"[588.0, 103.0, 287.0, 350.0]",2
003261.jpg,"[609.0, 1129.0, 326.0, 272.0]",13
003261.jpg,"[498.0, 1335.0, 255.0, 150.0]",2
003261.jpg,"[937.0, 364.0, 381.0, 411.0]",2
003261.jpg,"[813.0, 229.0, 167.0, 413.0]",1
003263.jpg,"[497.0, 1394.0, 258.0, 91.0]",2
003263.jpg,"[415.0, 592.0, 283.0, 200.0]",4
003263.jpg,"[940.0, 484.0, 370.0, 407.0]",2
003263.jpg,"[552.0, 208.0, 311.0, 344.0]",2
003263.jpg,"[606.0, 1248.0, 335.0, 237.0]",13
003263.jpg,"[822.0, 342.0, 159.0, 396.0]",1
003264.jpg,"[820.0, 388.0, 164.0, 407.0]",1
003264.jpg,"[415.0, 651.0, 283.0, 200.0]",4
003264.jpg,"[938.0, 539.0, 376.0, 413.0]",2
003264.jpg,"[612.0, 1307.0, 342.0, 178.0]",13
003264.jpg,"[545.0, 259.8, 279.0, 352.2]",2
003266.jpg,"[823.0, 526.0, 158.0, 394.0]",1
003266.jpg,"[541.0, 379.0, 285.0, 360.0]",2
003266.jpg,"[415.0, 771.0, 283.0, 200.0]",4
003266.jpg,"[651.0, 1427.0, 123.0, 58.0]",13
003266.jpg,"[943.0, 665.0, 368.0, 410.0]",2
003267.jpg,"[651.0, 1427.0, 123.0, 58.0]",13
003267.jpg,"[416.0, 830.0, 282.0, 200.0]",4
003267.jpg,"[942.0, 721.0, 372.0, 414.0]",2
003267.jpg,"[822.0, 593.0, 161.0, 402.0]",1
003267.jpg,"[547.0, 436.0, 284.0, 359.0]",2
003269.jpg,"[549.0, 559.0, 275.0, 356.0]",2
003269.jpg,"[946.0, 845.0, 366.0, 415.0]",2
003269.jpg,"[417.0, 952.0, 283.0, 200.0]",4
003269.jpg,"[825.0, 710.0, 157.0, 391.0]",1
003270.jpg,"[418.0, 1012.0, 282.0, 200.0]",4
003270.jpg,"[943.0, 903.0, 369.0, 418.0]",2
003270.jpg,"[548.0, 614.0, 275.0, 360.0]",2
003270.jpg,"[824.0, 763.0, 159.0, 397.0]",1
003272.jpg,"[828.0, 893.0, 155.0, 391.0]",1
003272.jpg,"[416.0, 1132.0, 283.0, 202.0]",4
003272.jpg,"[949.0, 1025.0, 363.0, 418.0]",2
003272.jpg,"[544.0, 728.0, 280.0, 364.0]",2
003273.jpg,"[948.0, 1083.0, 366.0, 402.0]",2
003273.jpg,"[539.0, 781.0, 284.0, 370.0]",2
003273.jpg,"[825.0, 957.0, 158.0, 396.0]",1
003273.jpg,"[417.0, 1191.0, 282.0, 203.0]",4
003275.jpg,"[403.0, 1310.0, 285.0, 175.0]",4
003275.jpg,"[828.0, 1078.0, 154.0, 394.0]",1
003275.jpg,"[547.0, 909.0, 276.0, 360.0]",2
003275.jpg,"[976.0, 1199.0, 346.0, 286.0]",2
003276.jpg,"[402.0, 1369.0, 285.0, 116.0]",4
003276.jpg,"[1034.0, 1255.0, 289.0, 230.0]",2
003276.jpg,"[827.0, 1128.0, 156.0, 357.0]",1
003276.jpg,"[543.0, 964.0, 280.0, 364.0]",2
003278.jpg,"[416.0, 1420.0, 217.0, 65.0]",4
003278.jpg,"[1195.0, 1371.0, 134.0, 114.0]",2
003278.jpg,"[551.0, 1090.0, 274.0, 359.0]",2
003278.jpg,"[824.0, 1246.0, 166.0, 239.0]",1
003279.jpg,"[1244.39, 1447.8, 61.799999999999955, 37.200000000000045]",2
003279.jpg,"[823.4, 1321.78, 155.0, 164.22000000000003]",1
003279.jpg,"[548.0, 1146.0, 277.0, 339.0]",2
003281.jpg,"[543.0, 1267.0, 293.0, 218.0]",2
003281.jpg,"[859.58, 1437.18, 57.01999999999998, 48.819999999999936]",1
003283.jpg,"[584.83, 1403.18, 232.0, 82.81999999999994]",2
003284.jpg,"[604.0, 1392.0, 232.0, 93.0]",2
003285.jpg,,
003286.jpg,,
003288.jpg,,
003289.jpg,,
003291.jpg,,
003292.jpg,,
003294.jpg,,
003295.jpg,,
003297.jpg,,
003298.jpg,,
003300.jpg,,
003301.jpg,,
003303.jpg,,
003304.jpg,,
003306.jpg,,
003307.jpg,,
003309.jpg,,
003310.jpg,,
003312.jpg,,
003313.jpg,,
003315.jpg,,
003316.jpg,,
003318.jpg,,
003319.jpg,,
003321.jpg,,
003322.jpg,,
003325.jpg,"[1243.0, 0.0, 183.0, 182.0]",1
003325.jpg,"[389.0, 0.0, 165.0, 175.0]",2
003326.jpg,"[360.0, 0.0, 172.0, 233.0]",2
003326.jpg,"[1229.0, 0.0, 202.0, 233.0]",1
003328.jpg,"[336.0, 1.0, 184.0, 332.0]",2
003328.jpg,"[1227.0, 76.0, 194.0, 267.0]",1
003330.jpg,"[1202.0, 179.0, 224.0, 306.0]",1
003330.jpg,"[1625.0, 0.0, 128.0, 122.0]",4
003330.jpg,"[313.0, 0.0, 209.0, 479.0]",2
003331.jpg,"[340.0, 0.0, 189.0, 510.0]",2
003331.jpg,"[1622.0, 0.0, 136.0, 178.0]",4
003331.jpg,"[1224.0, 249.0, 207.0, 276.0]",1
003331.jpg,"[1432.0, 0.0, 119.0, 50.0]",1
003332.jpg,"[1421.0, 0.0, 127.0, 107.0]",1
003332.jpg,"[1218.0, 305.0, 210.0, 286.0]",1
003332.jpg,"[1525.0, 0.0, 171.0, 89.0]",14
003332.jpg,"[330.0, 18.0, 215.0, 566.0]",2
003332.jpg,"[1620.0, 9.0, 143.0, 225.0]",4
003334.jpg,"[328.0, 150.0, 216.0, 556.0]",2
003334.jpg,"[1519.0, 3.0, 204.0, 196.0]",14
003334.jpg,"[1399.0, 0.0, 142.0, 219.0]",1
003334.jpg,"[1219.0, 424.0, 214.0, 290.0]",1
003334.jpg,"[1614.0, 122.0, 156.0, 224.0]",4
003335.jpg,"[1525.0, 23.0, 187.0, 230.0]",14
003335.jpg,"[1388.0, 0.0, 150.0, 275.0]",1
003335.jpg,"[1210.0, 478.0, 224.0, 296.0]",1
003335.jpg,"[325.0, 214.0, 207.0, 555.0]",2
003335.jpg,"[1619.0, 164.0, 161.0, 231.0]",4
003337.jpg,"[335.0, 334.0, 203.0, 556.0]",2
003337.jpg,"[1612.0, 304.0, 161.0, 218.0]",4
003337.jpg,"[1218.0, 605.0, 222.0, 292.0]",1
003337.jpg,"[1537.0, 142.0, 179.0, 216.0]",14
003337.jpg,"[1384.0, 56.0, 165.0, 343.0]",1
003338.jpg,"[1380.0, 105.0, 175.0, 359.0]",1
003338.jpg,"[1541.0, 198.0, 180.0, 216.0]",14
003338.jpg,"[1613.0, 365.0, 165.0, 225.0]",4
003338.jpg,"[1216.0, 654.0, 228.0, 299.0]",1
003338.jpg,"[326.0, 394.0, 209.0, 553.0]",2
003340.jpg,"[1531.0, 316.0, 194.0, 236.0]",14
003340.jpg,"[1388.0, 233.0, 161.0, 340.0]",1
003340.jpg,"[344.0, 511.0, 198.0, 560.0]",2
003340.jpg,"[1621.0, 484.0, 153.0, 214.0]",4
003340.jpg,"[1220.0, 786.0, 220.0, 285.0]",1
003341.jpg,"[1217.0, 838.0, 225.0, 292.0]",1
003341.jpg,"[1381.0, 281.0, 170.0, 357.0]",1
003341.jpg,"[1532.0, 372.0, 189.0, 242.0]",14
003341.jpg,"[1619.0, 546.0, 158.0, 221.0]",4
003341.jpg,"[335.0, 579.0, 203.0, 549.0]",2
003343.jpg,"[1626.0, 674.0, 153.0, 215.0]",4
003343.jpg,"[330.0, 696.0, 206.0, 564.0]",2
003343.jpg,"[527.0, 0.0, 308.0, 104.0]",14
003343.jpg,"[1389.0, 413.0, 161.0, 340.0]",1
003343.jpg,"[1534.0, 492.0, 179.0, 231.0]",14
003343.jpg,"[1219.0, 967.0, 210.0, 277.0]",1
003345.jpg,"[511.0, 0.0, 405.0, 227.0]",14
003345.jpg,"[1622.0, 784.0, 156.0, 219.0]",4
003345.jpg,"[1532.0, 610.0, 183.0, 237.0]",14
003345.jpg,"[1385.0, 513.0, 171.0, 359.0]",1
003345.jpg,"[500.0, 0.0, 210.0, 77.0]",13
003345.jpg,"[331.0, 799.0, 209.0, 578.0]",2
003345.jpg,"[1218.0, 1091.0, 226.0, 291.0]",1
003346.jpg,"[324.0, 854.0, 218.0, 568.0]",2
003346.jpg,"[1390.0, 593.0, 163.0, 340.0]",1
003346.jpg,"[517.0, 58.0, 401.0, 226.0]",14
003346.jpg,"[1539.0, 677.0, 171.0, 201.0]",14
003346.jpg,"[763.0, 0.0, 65.0, 33.0]",5
003346.jpg,"[1222.0, 1151.0, 219.0, 272.0]",1
003346.jpg,"[503.0, 0.0, 251.0, 135.0]",13
003346.jpg,"[1626.0, 848.0, 158.0, 227.0]",4
003348.jpg,"[332.0, 975.0, 207.0, 510.0]",2
003348.jpg,"[1624.0, 976.0, 158.0, 227.0]",4
003348.jpg,"[511.0, 29.0, 243.0, 222.0]",13
003348.jpg,"[717.0, 0.0, 139.0, 124.0]",5
003348.jpg,"[1535.0, 788.0, 177.0, 232.0]",14
003348.jpg,"[1227.0, 1272.0, 212.0, 213.0]",1
003348.jpg,"[511.0, 176.0, 409.0, 217.0]",14
003348.jpg,"[1387.0, 698.0, 170.0, 354.0]",1
003349.jpg,"[1227.0, 1329.0, 195.0, 156.0]",1
003349.jpg,"[338.0, 1061.0, 195.0, 418.0]",2
003349.jpg,"[1394.0, 771.0, 160.0, 338.0]",1
003349.jpg,"[1540.0, 846.0, 189.0, 221.0]",14
003349.jpg,"[507.0, 91.0, 242.0, 222.0]",13
003349.jpg,"[1629.0, 1031.0, 153.0, 230.0]",4
003349.jpg,"[518.0, 232.0, 395.0, 221.0]",14
003349.jpg,"[663.0, 1.0, 200.0, 202.0]",5
003351.jpg,"[1541.0, 962.0, 192.0, 239.0]",14
003351.jpg,"[1630.0, 1149.0, 156.0, 233.0]",4
003351.jpg,"[1207.0, 1377.0, 184.0, 108.0]",1
003351.jpg,"[325.0, 1145.0, 220.0, 340.0]",2
003351.jpg,"[497.0, 197.0, 260.0, 238.0]",13
003351.jpg,"[549.0, 3.0, 309.0, 322.0]",5
003351.jpg,"[522.0, 346.0, 403.0, 231.0]",14
003351.jpg,"[1392.0, 879.0, 166.0, 352.0]",1
003352.jpg,"[497.0, 0.0, 344.0, 384.0]",5
003352.jpg,"[1624.0, 1248.0, 176.0, 196.0]",4
003352.jpg,"[348.0, 1240.0, 185.0, 242.0]",2
003352.jpg,"[1547.0, 1005.0, 192.0, 266.0]",14
003352.jpg,"[499.0, 257.0, 260.0, 228.0]",13
003352.jpg,"[1394.0, 949.0, 163.0, 340.0]",1
003352.jpg,"[519.0, 411.0, 393.0, 224.0]",14
003354.jpg,"[347.0, 1335.0, 208.0, 150.0]",2
003354.jpg,"[487.0, 383.0, 270.0, 229.0]",13
003354.jpg,"[468.0, 107.0, 388.0, 415.0]",5
003354.jpg,"[1625.0, 1354.0, 166.0, 131.0]",4
003354.jpg,"[733.0, 0.0, 204.0, 76.0]",5
003354.jpg,"[1541.0, 1125.0, 195.0, 257.0]",14
003354.jpg,"[1393.0, 1061.0, 167.0, 348.0]",1
003354.jpg,"[520.0, 525.0, 394.0, 230.0]",14
003356.jpg,"[1395.0, 1183.0, 167.0, 302.0]",1
003356.jpg,"[1542.0, 1248.0, 192.0, 237.0]",14
003356.jpg,"[526.0, 641.0, 387.0, 231.0]",14
003356.jpg,"[368.0, 1402.0, 179.0, 83.0]",2
003356.jpg,"[502.0, 505.0, 249.0, 207.0]",13
003356.jpg,"[745.0, 0.0, 273.0, 191.0]",5
003356.jpg,"[486.0, 210.0, 371.0, 415.0]",5
003356.jpg,"[1641.0, 1416.0, 151.0, 69.0]",4
003357.jpg,"[1540.0, 1308.0, 193.0, 177.0]",14
003357.jpg,"[500.0, 559.0, 255.0, 212.0]",13
003357.jpg,"[499.0, 265.0, 370.0, 395.0]",5
003357.jpg,"[521.0, 706.0, 387.0, 224.0]",14
003357.jpg,"[742.0, 33.0, 276.0, 217.0]",5
003357.jpg,"[1395.0, 1241.0, 168.0, 244.0]",1
003358.jpg,"[1560.0, 1363.0, 175.0, 122.0]",14
003358.jpg,"[748.0, 104.0, 265.0, 201.0]",5
003358.jpg,"[518.0, 314.0, 361.0, 388.0]",5
003358.jpg,"[517.0, 766.0, 402.0, 235.0]",14
